ordre;rd;plod;absd;plof;absf;localisation;plo;abs;annee;tv;pl;pl0;tv_s1;tv_s2;cl_trafic;generation
6;D1;1;675;3;287;de la ligne LGV à RD14 (LGV, INDICE 3);3.0;200;2015;5886;167;0.0283724091064;2779;3107;T3-;-1
9;D1;3;287;6;778;de RD14 à Cussey-sur-l'Ognon (LGV, INDICE 4) (BOUCLE);3.0;600;2015;5595;128;0.0228775692583;2724;2871;T3-;-1
12;D1A;0;0;1;67;de RD1 à RD14 (Geneuille) (LGV);0.0;50;2015;2531;173;0.0683524298696;1270;1261;T3+;-1
24;D5;;;;;;3.0;0;2013;1761;59;0.0335036910846;882;879;;-3
29;D5;;;;;;10.0;0;2012;1005;71;0.0706467661692;504;501;;-2
33;D6;;;;;;1.0;0;2011;698;50;0.0716332378223;346;352;;-2
35;D6;10;609;15;845;de RD41 à RD48 (Sombacour);15.0;0;2015;1095;113;0.103196347032;540;555;T3-;-1
40;D6;;;;;;18.0;0;2007;2152;99;0.0460037174721;1045;1107;;-3
41;D6;33;0;34;594;de RN57 (La Gauffre) aux Fourgs;33.0;0;2016;3388;81;0.0239079102715;1700;1688;T4;-1
43;D6;;;;;;33.0;0;2010;2992;185;0.0618315508021;1488;1504;;-3
45;D6;;;;;;41.0;0;2014;2273;20;0.0087989441267;1175;1098;;-2
46;D6;;;;;;41.0;0;2011;1824;31;0.0169956140351;922;902;;-3
50;D8;0;0;3;330;de RD70 (Pouilley-les-Vignes) à RD5;1.0;0;2014;5669;202;0.0356323866643;2854;2793;T3+;-1
52;D8;;;;;;1.0;0;2007;5124;255;0.0497658079625;2410;2714;;-3
55;D8;;;;;;5.0;0;2007;3033;154;0.0507748104187;1491;1542;;-3
62;D9;8;311;21;0;de RD101 (Epeugney) à RD32 (Amancey);16.0;0;2016;2415;131;0.0542443064182;1166;1249;T3-;-1
65;D9;21;0;29;432;de RD32 (Amancey) à RD15;22.0;0;2016;1648;85;0.0515776699029;826;822;T4;-1
73;D9;;;;;;41.0;0;2010;1022;91;0.0890410958904;517;505;;-3
75;D9;;;;;;50.0;0;2014;1616;117;0.072400990099;793;823;;-2
86;D10E;;;;;;1.0;0;2013;135;10;0.0740740740741;63;72;;-2
88;D10E1;0;0;3;444;de RD464 (Charquemont) au Belvédère de Cendrée;1.0;0;2014;581;21;0.0361445783133;291;290;T5;-1
92;D11;;;;;;;;2016;6666;310;0.046504650465;3065;3601;T2-;-4
95;D11;;;;;;3.0;500;2014;4458;424;0.09510991476;2267;2191;;-2
99;D11;;;;;;5.0;0;2009;2501;164;0.0655737704918;1258;1243;;-3
101;D11;;;;;;10.0;0;2010;1521;143;0.0940170940171;744;777;;-2
103;D11;12;284;19;398;de RD13 (Corcelles-Ferrières) à RD459;16.0;0;2014;1281;103;0.0804059328649;638;643;T3-;-1
105;D11;;;;;;16.0;0;2009;425;38;0.0894117647059;153;272;;-3
106;D12;0;0;1;544;de RD673 (La Cocotte) à RD106 (Grandfontaine);0.0;30;2014;6507;237;0.0364223144306;3135;3372;T3+;-1
111;D12;;;;;;3.0;0;2008;2093;121;0.0578117534639;1047;1046;;-3
115;D12;13;0;16;454;de RD105 (Byans-sur-Doubs) à RD441;14.0;0;2014;890;56;0.0629213483146;435;455;T4;-1
123;D12;;;;;;21.0;0;2007;808;;;;;;-3
126;D12;;;;;;22.0;0;2006;492;;;;;;-3
127;D13;0;0;4;950;de ex-RN83 (Chouzelot) à RD105;3.0;0;2016;1751;74;0.0422615648201;845;906;T4;-1
129;D13;;;;;;3.0;0;2008;1634;108;0.0660954712362;793;841;;-3
131;D13;;;;;;6.0;0;2014;2689;124;0.0461137969505;1367;1322;;-2
132;D13;;;;;;6.0;0;2010;2432;173;0.0711348684211;1116;1316;;-3
135;D13;;;;;;9.0;0;2010;3001;233;0.0776407864045;1479;1522;;-3
136;D13;12;597;14;736;de RD106 (Routelle) à RD673 (Saint-Vit);14.0;0;2016;3569;88;0.0246567666013;1798;1771;T4;-1
138;D13;;;;;;14.0;0;2010;3608;227;0.0629157427938;1799;1809;;-3
139;D13;14;736;20;114;de RD673 (Saint-Vit) à RD11 (Corcelles-Ferrières);17.0;0;2016;2472;66;0.0266990291262;1259;1213;T4;-1
142;D13;20;114;25;577;de RD11 (Corcelles-Ferrières) à RD67 (Recologne);21.0;0;2016;683;23;0.0336749633968;346;337;T5;-1
143;D13;;;;;;21.0;0;2014;1284;97;0.0755451713396;635;649;;-2
144;D13;;;;;;21.0;0;2011;1206;149;0.123548922056;601;605;;-3
145;D14;0;0;6;257;de RD5 (Recologne) à RD8 (Emagny);1.0;0;2014;777;47;0.0604890604891;394;383;T5;-1
146;D14;;;;;;1.0;0;2010;714;;;;;;-2
152;D14;;;;;;16.0;0;2015;2189;83;0.0379168570123;1097;1092;;-2
153;D14;;;;;;16.0;0;2014;2118;118;0.0557129367328;1072;1046;;-3
154;D14;18;947;24;763;de RD118 (Devecey) à RD138 (Vieilley);20.0;50;2014;4253;135;0.0317422995533;2204;2049;T3-;-1
158;D14;;;;;;26.0;0;2013;2045;119;0.0581907090465;989;1056;;-2
160;D14;29;361;35;842;de RD30 (Moncey) à RD14E3 (Rigney);34.0;0;2014;560;27;0.0482142857143;286;274;T5;-1
162;D14;;;;;;34.0;0;2007;632;;;;;;-3
171;D15;0;0;3;259;de RN83 à RD15E3 (Montfort);1.0;0;2015;607;39;0.0642504118616;305;302;T5;-1
172;D15;;;;;;1.0;0;2011;506;38;0.0750988142292;;;;-2
173;D15;;;;;;1.0;0;2007;607;;;;;;-3
174;D15;3;259;7;652;de RD15E3 (Montfort) à RD110;4.0;0;2016;268;22;0.0820895522388;141;127;T5;-1
181;D15;;;;;;28.0;0;2010;125;8;0.064;;;;-2
185;D15A;;;;;;0.0;50;2006;129;;;;;;-3
187;D15E1;0;0;0;126;de RN83 à RD15E3;0.0;100;2015;615;61;0.0991869918699;300;315;T4;-1
188;D15E3;;;;;MONTFORT vers RN 83;;;2017;630;29;4.6;307;323;T5;-1
189;D15E3;;;;;;;;2009;563;36;0.0639431616341;;;T5;
194;D16;;;;;;3.0;0;2006;326;;;;;;-3
196;D16;2;439;7;116;de Berthelange à RD415 (Mercey-le-Grand);4.0;0;2015;1524;63;0.0413385826772;778;746;T4;-1
197;D16;;;;;;4.0;0;2010;1595;119;0.0746081504702;;;;-2
198;D16;;;;;;4.0;0;2006;1710;;;;;;-3
206;D17;8;290;12;808;de RD12 (Liesle) à RD17E (Arc-et-Senans);10.0;0;2016;2514;70;0.0278440731901;1220;1294;T4;-1
213;D17E;0;0;2;299;;1.0;0;2015;1396;97;0.0694842406877;713;683;T4;-2
214;D17E;0;0;2;299;;1.0;0;2011;1253;120;0.0957701516361;642;611;;-3
215;D17E;2;299;4;76;de RD17 (Arc-et-Senans) au Jura;3.0;0;2016;2528;94;0.0371835443038;1277;1251;T4;-1
222;D19;33;163;36;982;de RD31 (Niellans) à RD461 (Loray);34.0;0;2014;1582;149;0.0941845764855;804;778;T3-;0
228;D19E;5;157;12;46;de Lomont-sur-Crête à RD27 (Crosey-le-Grand);10.0;0;2016;380;25;0.0657894736842;195;185;T5;-1
229;D19E;;;;;;10.0;0;2013;417;29;0.0695443645084;210;207;;-2
234;D20;0;0;4;354;de RD50 (Bremondans) à RD27(Villers-Chief);1.0;0;2015;271;30;0.110701107011;139;132;T5;-1
241;D20;;;;;;14.0;0;2008;254;16;0.0629921259843;;;;-2
244;D20;;;;;;23.0;0;2013;273;16;0.0586080586081;135;138;;-2
246;D20;25;554;28;375;de RD128 à RD41 (Le Luhier);27.0;0;2016;478;25;0.0523012552301;229;249;T5;-1
247;D20;;;;;;27.0;0;2009;272;17;0.0625;;;;-2
248;D20;;;;;;27.0;0;2003;262;;;;;;-3
249;D20A;0;0;2;441;de RD31 à RD20;0.0;400;2016;175;9;0.0514285714286;85;90;T5;-1
254;D21;;;;;;2.0;0;2007;807;;;;;;-3
255;D21;;;;;PONT LES MOULINS vers GUILLON LES BAINS;;;2017;460;17;0.0369565217391;230;231;T4;-1
260;D21;;;;;;29.0;0;2011;419;;;;;;-2
263;D21E1;;;;;;1.0;0;2010;389;25;0.0642673521851;;;T5;-2
268;D23;;;;;;3.0;0;2003;461;;;;;;-3
269;D23;9;784;13;839;de RD24 (La Bretenière) à RD486 (Cendrey);12.0;0;2016;416;20;0.0480769230769;208;208;T5;-1
270;D23;;;;;;12.0;0;2009;430;27;0.0627906976744;;;;-2
271;D23;;;;;;12.0;0;2003;392;;;;;;-3
273;D24;0;0;5;0;de RD23 (La Bretenière) à RD26 (Avilley);4.0;0;2016;204;10;0.0490196078431;105;99;T5;-1
274;D24;;;;;;4.0;0;2010;268;17;0.0634328358209;;;;-2
277;D24;;;;;;5.0;0;2014;552;41;0.0742753623188;275;277;;-2
279;D24E;0;0;0;698;de RD486 à la Haute-Saône;0.0;650;2015;164;7;0.0426829268293;80;84;T5;-1
286;D25;11;152;15;43;de RD114 (Fontenelle-Montby);12.0;50;2016;144;8;0.0555555555556;69;75;T5;-1
293;D26;;;;;;2.0;0;2011;1002;75;0.0748502994012;;;;-2
295;D26;9;285;11;909;de RD114 à RD50 (Mésandans);10.0;0;2015;396;52;0.131313131313;199;197;T4;-1
297;D26;;;;;;10.0;0;2006;336;;;;;;-3
298;D26;11;909;14;955;de RD50 (Mésandans) à RD113 (Huanne-Montmartin);13.0;50;2015;550;38;0.0690909090909;277;273;T5;-4
302;D26;;;;;;16.0;0;2011;446;33;0.0739910313901;;;;-4
304;D27;0;0;7;296;de RD73 (Chaux-les-Clerval) à RD19E;4.0;0;2016;176;16;0.0909090909091;85;91;T5;-1
309;D27;;;;;;8.0;0;2006;149;;;;;;-3
310;D27;13;85;18;495;de RD464 (Vellevans) à RD10E (Ouvans);14.0;0;2016;193;16;0.0829015544041;93;100;T5;-4
317;D27;;;;;;23.0;0;2011;332;21;0.0632530120482;;;;-2
319;D27;26;293;32;643;de RD20 (Villers-Chief) à RD19 (Vercel);27.0;0;2015;565;33;0.058407079646;289;276;T5;-1
320;D27;;;;;;27.0;0;2013;513;36;0.0701754385965;253;260;;-2
326;D27;;;;;;46.0;50;2011;915;;;;;;-2
328;D27;51;729;59;161;de RD392 (Lavans-Vuillafans) à RD67 (Vuillafans);53.0;0;2014;292;24;0.0821917808219;147;145;T5;-1
330;D27;;;;;;53.0;0;2008;268;;;;;;-3
332;D27;;;;;;62.0;0;2011;196;12;0.0612244897959;;;;-2
333;D27;;;;;;62.0;0;2005;190;;;;;;-3
340;D27X1;0;0;0;894;de RN57 à D27 (Fallerans);0.0;800;2015;77;10;0.12987012987;1;76;T5;-1
344;D29;;;;;;1.0;0;2011;2142;109;0.0508870214753;1050;1092;;-3
345;D29;1;528;7;889;de RD31E (Appenans) à RD117 (Soye);5.0;0;2014;784;51;0.0650510204082;388;396;T4;-1
347;D29;;;;;;5.0;0;2007;801;;;;;;-3
348;D29;;;;;de RD117 (Soye) à RD116 (Uzelle);13.0;0;2016;207;13;0.0628019323671;104;103;T5;-1
349;D29;;;;;;13.0;0;2009;148;9;0.0608108108108;;;;-2
351;D29;14;956;17;197;de RD116 (Uzelle) à RD116E2;16.0;0;2016;111;4;0.036036036036;56;54;T5;-1
366;D30;6;106;9;630;de RD486 (Chaudefontaine) à RD366 (Pouligney);8.0;0;2016;1743;77;0.0441767068273;861;882;T4;-1
368;D30;;;;;;8.0;0;2010;1738;122;0.0701956271577;845;893;;-3
380;D30;;;;;;23.0;0;2006;809;;;;;;-3
384;D30;28;196;39;15;de RD492 (Gonsans) à RD50;34.0;0;2016;343;23;0.067055393586;180;163;T5;-1
385;D30;;;;;;34.0;0;2011;305;19;0.0622950819672;;;;-2
387;D31;2;497;5;358;de RD461 (Avoudrey) à RD19 (Niellans);2.0;0;2016;1908;117;0.061320754717;1181;727;T3-;-1
388;D31;;;;;;2.0;0;2014;1674;179;0.106929510155;1056;618;;-2
393;D31;13;762;18;559;de RD20 (Pierrefontaine-les-V.) à la RD120 (Laviron);14.0;50;2016;1395;66;0.047311827957;686;708;T4;-1
405;D31;38;438;42;551;de RD73 (Glainans) à l'accès A36;41.0;0;2016;1210;58;0.0479338842975;599;611;T4;-1
407;D31;;;;;;41.0;0;2007;2123;173;0.0814884597268;1063;1060;;-3
409;D31;;;;;;44.0;0;2016;3219;242;0.0751786269028;1452;1767;T3+;-2
414;D31E1;0;0;1;673;de RD29 (Appenans) à RD31;1.0;0;2016;1123;42;0.0373998219056;619;504;T5;-1
416;D31E1;;;;;;1.0;0;2008;627;;;;;;-3
422;D32;11;148;21;621;de RD31 (Pierrefontaine-les-Varans) à RD27;15.0;0;2016;738;45;0.0609756097561;360;378;T5;-1
423;D32;;;;;;15.0;0;2014;588;51;0.0867346938776;295;293;;-2
424;D32;;;;;;15.0;0;2010;549;;;;;;-3
427;D32;;;;;;25.0;0;2007;598;;;;;;-3
428;D32;28;100;28;825;de carriere à RD461;28.0;0;2015;1311;92;0.0701754385965;645;666;T4;-1
430;D32;;;;;;28.0;0;2007;1252;;;;;;-3
431;D32;28;825;35;0;de RD461 à RN57 (Nods);32.0;0;2014;1792;120;0.0669642857143;861;931;T3-;-1
432;D32;;;;;;32.0;0;2010;1635;;;;;;-2
434;D32;35;0;37;637;de RN57 (Nods) à RD392 (Chasnans);36.0;0;2016;927;44;0.0474649406688;435;492;T5;-1
436;D32;;;;;;36.0;0;2006;765;;;;;;-3
437;D32;37;637;46;224;de RD392 (Chasnans) à RD67 (Lods);44.0;0;2016;211;6;0.0284360189573;109;102;T5;-1
440;D32;46;224;51;507;de RD67 (Lods) à RD27 (Longeville);47.0;0;2016;109;4;0.0366972477064;53;56;T5;-1
443;D32;51;507;56;559;de RD27 (Longeville) à RD6;53.0;0;2016;400;20;0.05;195;205;T5;-1
444;D32;;;;;;53.0;0;2012;310;31;0.1;150;150;;-2
445;D32;;;;;;53.0;0;2006;310;;;;;;-3
457;D32X2;0;0;0;240;de RD32 à RD461;0.0;230;2015;204;25;0.122549019608;198;6;T5;-1
459;D33;0;0;1;930;de la Haute-Saône à  Arcey;1.0;0;2017;2140;163;0.0761682242991;1072;1068;T3-;-1
462;D33;1;930;5;198;de RD683 (Arcey) à RD228 (Sainte-Marie);4.0;100;2016;3452;146;0.0422943221321;1729;1724;T3-;-1
465;D33;5;198;10;691;de RD228 (Sainte-Marie) à RD326;7.0;0;2016;5307;142;0.0267571132467;2671;2636;T3-;-1
466;D33;;;;;;7.0;0;2014;5717;264;0.0461780654189;2876;2841;;-2
467;D33;;;;;;7.0;0;2010;5948;306;0.051445864156;2988;2960;;-3
471;D34;0;0;1;48;de RD438 à RD34C (BOUCLE);0.0;980;2014;10030;289;0.028813559322;4647;5383;T3+;-1
474;D34;1;48;2;872;de RD34C (Arbouans) à RD463B;1.0;0;2017;9970;145;0.0145436308927;4505;5465;T3-;-1
475;D34;;;;;;1.0;0;2016;15074;536;0.0355579142895;7751;7323;T2+;-2
